,name,ownership,ope6_id,state,size,accreditor,retention,branches,online_only,religious_affil,under_investigation,most_common_degree,highest_degree,faculty_salary,instructional_expenditure_per_fte,tuition_revenue_per_fte,locale,carnegie_basic,carnegie_undergrad,carnegie_size_setting,part_time_share,age_entry,percent_dependent,first_generation,percent_black,avg_dependent_income,avg_family_income,median_family_income,ind_low_income,dep_low_income,loan_principal,federal_loan_rate,students_with_any_loans,median_debt_indep_students,pell_grant_debt,percent_pell_grant,fafsa_sent,7_yr_repayment_completion,5_year_declining_balance,relig_y_n,accred_y_n,retention_listed_y_n,fac_salary_listed_y_n,7_yr_repayment_completion_y_n,5_year_declining_balance_y_n,for_profit
934,Alliant International University-San Diego,2,11117,CA,236,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8333,6,0,-2.0,0,1,4,9331,8800,17614,11.0,17.0,7.0,9.0,0.2161,31,0.0577777778,0.37957124840000006,0.1102,33244.0,23743,13723.0,0.7311320754999999,0.5769230769,3000,0.1592,0.978888889,3000.0,13425.0,0.135555556,0.3555555556,0.6995418344619443,0.5357142857,0,1,1,1,0,1,0
935,California State University-Bakersfield,1,7993,CA,7524,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7317,1,0,-2.0,0,3,4,8249,6431,2882,11.0,18.0,11.0,12.0,0.099,22,0.6985586481,0.5885152284,0.0638,42187.0,35448,25404.0,0.7881286068000001,0.4699395233,11000,0.4069,0.47813121299999994,13246.0,11000.0,0.8277833,0.7348409543000001,0.8036117381,0.5702094647,0,1,1,1,1,1,0
936,California State University-Stanislaus,1,1157,CA,7844,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8467,1,0,-2.0,0,3,4,8039,8321,4697,23.0,18.0,11.0,12.0,0.1462,23,0.6968733439,0.5922123894,0.0246,45103.0,37004,27138.0,0.8111888112000001,0.4319391635,12750,0.3966,0.482246953,15294.5,12754.0,0.8290938,0.6685214626,0.6995418344619443,0.6812682520000001,0,1,1,1,0,1,0
937,California State University-San Bernardino,1,1142,CA,16439,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8762,1,0,-2.0,0,3,4,8521,6809,4359,12.0,18.0,11.0,15.0,0.1065,22,0.7141073658,0.6048401342999999,0.0653,43350.0,36171,26004.0,0.8180494905,0.45609945609999997,14657,0.4476,0.497988625,18427.0,14743.0,0.8550423079999999,0.7687612706,0.6981891348,0.5206086287,0,1,1,1,1,1,0
938,California State Polytechnic University-Pomona,1,1144,CA,22269,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8883,1,0,-2.0,0,3,4,9036,7308,4552,21.0,18.0,13.0,15.0,0.1161,21,0.7725118483,0.4800781837,0.0329,52255.0,43921,28905.0,0.8629385965,0.4204068453,15000,0.3963,0.5801945620000001,16500.0,15208.5,0.7612871040000001,0.8547019207,0.6995418344619443,0.7503090235,0,1,1,1,0,1,0
939,California State University-Chico,1,1146,CA,15844,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8739,1,0,-2.0,0,3,4,8243,6913,4966,13.0,18.0,13.0,15.0,0.0695,22,0.7655583973000001,0.4521233974,0.0213,58556.0,48537,31431.0,0.8487272726999999,0.3815144766,14500,0.45899999999999996,0.729923274,14539.0,14750.0,0.743563512,0.7895993179999999,0.875476493,0.7200716044,0,1,1,1,1,1,0
940,Bakersfield College,1,1118,CA,16982,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.7047,1,0,-2.0,0,2,2,8195,4564,540,11.0,4.0,1.0,5.0,0.6585,23,0.5970722342,0.6388429752,0.04,23188.0,18305,14783.0,0.9014294223,0.6989549839,7750,0.0328,0.033357331000000004,9069.0,7970.0,0.995440365,0.4392848572,0.6995418344619443,0.3142857143,0,1,1,1,0,1,0
941,Barstow Community College,1,1119,CA,1588,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.4219,1,0,-2.0,0,2,2,7936,3890,339,32.0,3.0,1.0,2.0,0.7513,28,0.2741732943,0.5718782791,0.1398,22668.0,16747,12607.0,0.8362168396999999,0.6961832061,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4030975303,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
942,Bellus Academy-National City,3,7050,CA,177,National Accrediting Commission of Cosmetology Arts and Sciences,0.9231,1,0,-2.0,0,1,1,6326,4349,11921,21.0,-2.0,-2.0,-2.0,0.0,24,0.436,0.5614973261999999,0.1299,30253.0,22173,15417.0,0.8297872340000001,0.6146788991,12630,0.6755,0.888,11767.0,13523.0,0.904,0.47200000000000003,0.487804878,0.3625498008,0,1,1,0,1,1,1
943,Biola University,2,1122,CA,4364,Western Association of Schools and Colleges Senior Colleges and University Commission,0.87,1,0,88.0,0,3,4,9060,10696,21146,21.0,17.0,13.0,14.0,0.0229,20,0.9231227651999999,0.21750158530000002,0.0209,87245.0,81461,61950.0,0.8992248062,0.229825694,19500,0.6176,0.926102503,15000.0,21875.0,0.490464839,0.7568533969,0.9379968203,0.8179626281,1,1,1,1,1,1,0
945,Brownson Technical School,3,25434,CA,46,Accrediting Commission of Career Schools and Colleges,0.8571,1,0,-2.0,0,1,1,6326,2909,8167,11.0,-2.0,-2.0,-2.0,0.0,29,0.193877551,0.6431718061999999,0.0652,37907.0,25348,18474.0,0.7468354429999999,0.5263157895,9392,0.8013,0.81292517,9393.0,9392.0,0.8061224490000001,0.268707483,0.7272727273,0.45871559630000003,0,1,1,0,1,1,1
946,Bryan University,3,7164,CA,1324,Accrediting Council for Independent Colleges and Schools,0.7037229823917844,1,0,-2.0,0,2,4,4305,5522,15123,11.0,14.0,10.0,9.0,0.0,32,0.12252773759999999,0.506246282,0.21,41394.0,23779,15643.0,0.7800989555,0.5433070865999999,9058,0.7468,0.899179933,8925.0,8172.0,0.875060299,0.3154848046,0.6995418344619443,0.3770491803,0,1,0,1,0,1,1
947,Butte College,1,8073,CA,11164,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.6987,1,0,-2.0,0,1,2,7473,4664,930,42.0,4.0,2.0,4.0,0.4941,24,0.5690817914999999,0.5041250543,0.0257,26514.0,20010,14115.0,0.9004815409,0.646611972,7911,0.1223,0.159605741,10000.0,8403.0,0.962649144,0.3683209407,0.7135416667,0.37719830200000004,0,1,1,1,1,1,0
948,Phillips Graduate Institute,2,22372,CA,2587,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7037229823917844,1,0,-2.0,0,4,4,6725,9380,17461,11.0,26.0,0.0,18.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.18488612876935612,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,0,1,0,0,0
949,California Institute of Integral Studies,2,12154,CA,104,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7037229823917844,1,0,-2.0,0,3,4,8743,10901,17739,11.0,17.0,11.0,9.0,0.0769,33,0.1086956522,0.3875,0.1442,47734.0,22145,15203.0,0.7744003783400789,0.4769168004873773,18750,0.76,0.7794312090373222,12497.901421800947,18750.0,0.760869565,0.5760869565,0.6995418344619443,0.6144578313,0,1,0,1,0,1,0
950,Cabrillo College,1,1124,CA,12423,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.7044,1,0,-2.0,0,2,2,7606,6668,987,22.0,4.0,1.0,4.0,0.6411,24,0.5679685135,0.4946703514,0.0127,26612.0,20321,15821.0,0.8906797476999999,0.6327292111,8000,0.0317,0.076899788,9500.0,8250.0,0.97850439,0.3941871026,0.6995418344619443,0.49372384939999997,0,1,1,1,0,1,0
951,California Baptist University,2,1125,CA,6435,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8252,1,0,75.0,0,3,4,8550,8080,18625,11.0,18.0,11.0,13.0,0.1343,23,0.6609349811999999,0.4110840438,0.0774,72384.0,59232,41571.0,0.588748019,0.3004065041,20000,0.7711,0.914562063,25000.0,21600.0,0.6351423970000001,0.7006985492,0.8201058201000001,0.6246299586,1,1,1,1,1,1,0
952,California College of the Arts,2,1127,CA,1512,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8017,1,0,-2.0,0,3,4,9021,15586,27248,11.0,30.0,13.0,9.0,0.0317,22,0.7656565657,0.247826087,0.039,70478.0,58577,36619.0,0.8362068965999999,0.3298153034,22549,0.5273,0.9010101009999999,31250.0,27000.0,0.593939394,0.7575757576000001,0.9,0.695,0,1,1,1,1,1,0
953,University of California-Hastings College of Law,1,3947,CA,2587,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7037229823917844,1,0,-2.0,0,4,4,12653,23717,29651,11.0,31.0,0.0,18.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.18488612876935612,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,0,1,0,0,0
954,California Institute of Technology,2,1131,CA,983,Western Association of Schools and Colleges Senior Colleges and University Commission,0.9717,1,0,-2.0,0,3,4,18138,92590,16533,12.0,15.0,14.0,10.0,0.0,19,0.4752097421316015,0.4651198897441582,0.0153,48748.06435154707,98794,79902.0,0.7744003783400789,0.4769168004873773,10750,0.2303,0.6114649679999999,12497.901421800947,6250.0,0.401273885,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
955,California Lutheran University,2,1133,CA,2799,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8296,1,0,39.0,0,3,4,10313,8294,18773,12.0,18.0,15.0,13.0,0.0543,21,0.832319722,0.304099142,0.0432,92474.0,82265,63210.0,0.6217616579999999,0.2087682672,19000,0.5765,0.90356212,21125.0,21000.0,0.476976542,0.8271068636,0.9360465116,0.7720329025,1,1,1,1,1,1,0
956,California Polytechnic State University-San Luis Obispo,1,1143,CA,19177,Western Association of Schools and Colleges Senior Colleges and University Commission,0.9257,1,0,-2.0,0,3,4,8767,9610,8330,23.0,18.0,14.0,16.0,0.0344,20,0.9329470199,0.2634491919,0.006999999999999999,95322.0,89738,68332.0,0.9166666667,0.2218278616,16500,0.3391,0.8166390729999999,19005.0,17238.0,0.46150662299999995,0.7651076159,0.9561403509,0.8720230936,0,1,1,1,1,1,0
957,American Conservatory Theater,2,20992,CA,0,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7037229823917844,1,0,-2.0,0,1,4,7732,17174,25044,11.0,30.0,0.0,6.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.0,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,0,1,0,0,0
958,American River College,1,1232,CA,26803,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.6990000000000001,1,0,-2.0,0,1,2,8099,3481,451,21.0,1.0,1.0,5.0,0.7447,26,0.4631160743,0.5227272727000001,0.0989,22434.0,16449,10786.0,0.895,0.6930210990000001,6913,0.055999999999999994,0.11263824800000001,9250.0,7165.0,0.9885106840000001,0.49779877590000005,0.6995418344619443,0.31208791210000003,0,1,1,1,0,1,0
959,Antelope Valley College,1,1113,CA,12367,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.75,1,0,-2.0,0,2,2,8440,3710,350,21.0,1.0,1.0,4.0,0.6531,26,0.4470486111,0.5823882588,0.2008,22658.0,15024,9094.0,0.9206100022,0.6979195562,8042,0.151,0.16108631,9500.0,8250.0,0.989955357,0.3425099206,0.6081081081,0.2078797304,0,1,1,1,1,1,0
960,Art Center College of Design,2,1116,CA,1814,Western Association of Schools and Colleges Senior Colleges and University Commission,0.764,1,0,-2.0,0,3,4,7051,19131,30191,12.0,30.0,11.0,9.0,0.134,22,0.7045075125,0.2323943662,0.0116,74413.0,57841,30106.0,0.813559322,0.37203791469999997,30000,0.4929,0.89148581,43687.5,31000.0,0.589315526,0.6176961603,0.816091954,0.6767241379000001,0,1,1,1,1,1,0
961,Associated Technical College-Los Angeles,3,9022,CA,361,Accrediting Commission of Career Schools and Colleges,0.6913,1,0,-2.0,0,1,1,6326,5156,15296,11.0,-2.0,-2.0,-2.0,0.0,31,0.165394402,0.5928961749,0.4377,16544.0,8467,0.0,0.9679878048999999,0.8615384615,6500,0.3682,0.567430025,6750.0,12672.740203761756,0.974554707,0.320610687,0.6995418344619443,0.2564734895,0,1,1,0,0,1,1
962,Associated Technical College-San Diego,3,25535,CA,119,Accrediting Commission of Career Schools and Colleges,0.7037229823917844,1,0,-2.0,0,1,1,6326,5107,15755,11.0,-2.0,-2.0,-2.0,0.0,30,0.22157434399999998,0.56,0.3193,15420.0,6447,0.0,0.7744003783400789,0.4769168004873773,7000,0.8579,0.7784256559999999,7000.0,12672.740203761756,0.965014577,0.2040816327,0.6995418344619443,0.203539823,0,1,0,0,0,1,1
963,Azusa Pacific University,2,1117,CA,5918,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8496,2,0,88.0,0,3,4,9360,10128,18423,21.0,17.0,13.0,14.0,0.0875,25,0.5576875768999999,0.3616438356,0.0448,84418.0,65930,48805.0,0.5066740823,0.23423026030000002,18500,0.5172,0.920787208,17279.0,20500.0,0.521525215,0.6910209102,0.9094076655,0.7661163522,1,1,1,1,1,1,0
964,Academy of Art University,3,7531,CA,9885,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7644,1,0,-2.0,0,3,4,7237,12136,25086,11.0,30.0,5.0,15.0,0.4334,25,0.5128205128,0.3810349096,0.0685,57506.0,40590,24517.0,0.7554179567,0.41722689079999997,14750,0.5524,0.912734325,15830.0,16829.5,0.6968325790000001,0.4680025856,0.7804878048999999,0.4127079575,0,1,1,1,1,1,1
966,The Academy of Radio and TV Broadcasting,3,23424,CA,14,Accrediting Council for Continuing Education & Training,0.7895,1,0,-2.0,0,1,1,6326,1471,12261,21.0,-2.0,-2.0,-2.0,0.0,30,0.24264705879999998,0.5913043478,0.4286,31630.0,17820,10169.0,0.8834951456,0.6060606061,9500,1.0,0.757352941,9500.0,12672.740203761756,0.875,0.4191176471,0.43661971829999996,0.23529411760000002,0,1,1,0,1,1,1
967,Avalon School of Cosmetology-Alameda,3,22586,CA,253,National Accrediting Commission of Cosmetology Arts and Sciences,0.8158,1,0,-2.0,0,1,1,6326,3878,7387,21.0,-2.0,-2.0,-2.0,0.5099,25,0.3882783883,0.4162679426,0.4743,38080.0,24023,13883.0,0.8323353293000001,0.5188679245000001,6333,0.6768,0.9413919409999999,6330.0,6961.0,0.846153846,0.4981684982,0.6995418344619443,0.237037037,0,1,1,0,0,1,1
968,College of Alameda,1,6720,CA,5141,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.6302,1,0,-2.0,0,2,2,7344,3772,1067,21.0,3.0,1.0,3.0,0.8440000000000001,26,0.49093997729999994,0.55898654,0.2128,20519.0,15569,11264.0,0.914349277,0.7301038062,6750,0.0117,0.033975085,8801.0,12672.740203761756,0.99207248,0.6013590034,0.6995418344619443,0.4102564103,0,1,1,1,0,1,0
969,Allan Hancock College,1,1111,CA,9738,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.747,1,0,-2.0,0,2,2,8056,4454,678,13.0,2.0,1.0,4.0,0.6629999999999999,23,0.6333625475,0.6184861164,0.0279,29484.0,24650,20815.0,0.8247011952,0.567804428,6000,0.0231,0.065439673,8000.0,6196.0,0.981302951,0.3435582822,0.6995418344619443,0.4166666667,0,1,1,1,0,1,0
970,American Academy of Dramatic Arts-Los Angeles,2,7465,CA,280,Middle States Commission on Higher Education,0.597,2,0,-2.0,0,2,2,7147,6652,23615,11.0,12.0,4.0,1.0,0.0,21,0.8297872340000001,0.2706766917,0.0821,68198.0,58874,36505.0,0.7744003783400789,0.4769168004873773,9500,0.6008,0.9030732859999999,9747.5,9500.0,0.58392435,0.5390070922,0.7205882353,0.4421768707,0,1,1,1,1,1,0
971,American Baptist Seminary of the West,2,1120,CA,2587,Commission on Accrediting of the Association of Theological Schools,0.7037229823917844,1,0,52.0,0,4,4,5199,17070,11239,12.0,24.0,0.0,18.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.18488612876935612,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,1,1,0,1,0,0,0
972,American Film Institute Conservatory,2,22220,CA,2587,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7037229823917844,1,0,-2.0,0,4,4,6723,6831,26320,11.0,30.0,0.0,18.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.18488612876935612,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,0,1,0,0,0
973,American Beauty College,3,13074,CA,97,National Accrediting Commission of Cosmetology Arts and Sciences,0.6,1,0,-2.0,1,1,1,6326,2623,6960,21.0,-2.0,-2.0,-2.0,0.5670000000000001,25,0.4433962264,0.7391304348000001,0.0619,24788.0,17704,12807.0,0.7744003783400789,0.4769168004873773,3632,0.54,0.877358491,3800.5,12672.740203761756,0.7237045962785821,0.2924528302,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
974,American Career College-Los Angeles,3,22418,CA,1613,Accrediting Bureau of Health Education Schools,0.7246,3,0,-2.0,0,1,2,5023,3829,11851,11.0,10.0,4.0,2.0,0.0,25,0.4337225275,0.5788822948,0.1494,32512.0,22987,15476.0,0.8505154639,0.6064924782,9500,0.6497,0.915350275,9500.0,9500.0,0.8470123629999999,0.4040178571,0.4970432617,0.3347471452,0,1,1,1,1,1,1
975,CET-Sacramento,2,23328,CA,151,Council on Occupational Education,0.7436,15,0,-2.0,0,1,1,6326,6414,6418,11.0,-2.0,-2.0,-2.0,0.0,30,0.2696456086,0.6605664488,0.3311,27313.0,16022,10404.0,0.8941631505,0.6438095238,5278,0.3018,0.763739086,5400.0,5254.5,0.883410375,0.2542372881,0.33693304539999996,0.2634508349,0,1,1,0,1,1,0
976,Solano Community College,1,1292,CA,8450,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.7392,1,0,-2.0,0,2,2,7820,5874,693,22.0,2.0,1.0,4.0,0.6213,26,0.4160628019,0.511472983,0.1486,25837.0,19417,13517.0,0.8422957601000001,0.6306240929,6224,0.0303,0.08574879199999999,9156.0,6563.5,0.9797705309999999,0.4091183575,0.6904761905,0.26708074530000003,0,1,1,1,1,1,0
977,Sonoma State University,1,1156,CA,8441,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8132,1,0,-2.0,0,3,4,8659,7664,6952,21.0,18.0,13.0,13.0,0.079,21,0.79817113,0.4096701649,0.0219,74436.0,63576,42519.0,0.7977346278,0.29582651390000003,14000,0.4079,0.757021555,15625.0,14411.0,0.6113651210000001,0.8007838014,0.8513053348,0.7063848920999999,0,1,1,1,1,1,0
979,South Baylo University,2,25973,CA,107,Accrediting Commission for Acupuncture and Oriental Medicine,0.7037229823917844,1,0,-2.0,0,3,4,3817,1499,6334,11.0,26.0,11.0,6.0,0.0,40,0.4752097421316015,0.4651198897441582,0.027999999999999997,48748.06435154707,23314,11385.0,0.7744003783400789,0.4769168004873773,14334,0.336,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.6216216216,0,1,0,1,0,1,0
980,South Coast College,3,22774,CA,342,Accrediting Council for Independent Colleges and Schools,0.9063,1,0,-2.0,0,1,2,3461,3202,9285,12.0,13.0,3.0,1.0,0.3187,29,0.3333333333,0.5691489362,0.0292,47147.0,31982,19582.0,0.7763157895,0.4868421053,19097,0.7481,0.921052632,20000.0,18264.0,0.75,0.3333333333,0.7032967032999999,0.4677419355,0,1,1,1,1,1,1
981,Vanguard University of Southern California,2,1293,CA,1941,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7538,1,0,27.0,0,3,4,7473,6750,15711,12.0,20.0,7.0,9.0,0.2257,23,0.7444444444,0.3595505618,0.0417,74006.0,64284,46895.0,0.6086956522,0.2754409769,19500,0.8094,0.874747475,22998.5,21609.5,0.582828283,0.703030303,0.8808864265999999,0.7420318725,1,1,1,1,1,1,0
982,Concorde Career College-Garden Grove,3,8071,CA,974,Accrediting Commission of Career Schools and Colleges,0.682,1,0,-2.0,0,1,2,6043,6918,13757,21.0,10.0,4.0,2.0,0.0,26,0.3967022308,0.5173299101,0.0308,38894.0,29260,20095.0,0.7765273312000001,0.5427872861,9500,0.6898,0.883608147,11589.0,9500.0,0.728419011,0.4122211445,0.6251968504,0.4763135228,0,1,1,1,1,1,1
983,Southwestern College,1,1294,CA,17057,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.7116,1,0,-2.0,0,2,2,8920,4411,314,21.0,1.0,2.0,5.0,0.5726,23,0.6691413815,0.5754035684000001,0.0568,24281.0,21215,17958.0,0.8570731706999999,0.6630487217000001,4000,0.0168,0.037604906,4500.0,3937.5,0.995480956,0.476597805,0.7333333333,0.46713615020000004,0,1,1,1,1,1,0
984,Starr King School for the Ministry,2,4080,CA,2587,Commission on Accrediting of the Association of Theological Schools,0.7037229823917844,1,0,93.0,0,4,4,9596,10963,10630,12.0,24.0,0.0,18.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.18488612876935612,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,1,1,0,1,0,0,0
985,Point Loma Nazarene University,2,1262,CA,2560,Western Association of Schools and Colleges Senior Colleges and University Commission,0.845,1,0,59.0,0,3,4,9435,8862,19120,11.0,18.0,15.0,11.0,0.0262,21,0.8410404624,0.25382263,0.023,100144.0,88656,67132.0,0.6666666667,0.21076746850000003,18560,0.6232,0.951830443,7750.0,22177.5,0.384393064,0.7167630058,0.9377990431000001,0.8441247002,1,1,1,1,1,1,0
986,Pomona College,2,1173,CA,1635,Western Association of Schools and Colleges Senior Colleges and University Commission,0.9848,1,0,-2.0,0,3,3,12421,37082,23238,21.0,21.0,14.0,11.0,0.0037,19,0.4752097421316015,0.25609756100000003,0.0667,48748.06435154707,72326,42292.0,0.7744003783400789,0.4769168004873773,9138,0.1416,0.5074626870000001,12497.901421800947,5450.0,0.682835821,0.4636515619105719,0.6995418344619443,0.8888888889,0,1,1,1,0,1,0
987,Porterville College,1,1268,CA,3319,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.6981,1,0,-2.0,0,2,2,7969,4355,347,13.0,1.0,2.0,3.0,0.5158,23,0.6184798807999999,0.6022058824000001,0.0108,24065.0,19557,16278.0,0.8763020833,0.6626506024000001,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.3343268753,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
989,Professional Institute of Beauty,3,12984,CA,120,National Accrediting Commission of Cosmetology Arts and Sciences,0.6667,1,0,-2.0,0,1,1,6326,1133,2585,21.0,-2.0,-2.0,-2.0,0.0,31,0.2328767123,0.4651198897441582,0.0,22975.0,18526,15858.0,0.7744003783400789,0.4769168004873773,2908,0.4,0.664383562,2908.0,12672.740203761756,0.7237045962785821,0.17808219179999998,0.6995418344619443,0.49180327869999996,0,1,1,0,0,1,1
990,Santa Ana College,1,1284,CA,27443,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.7113,1,0,-2.0,0,2,2,9344,4561,560,11.0,2.0,1.0,5.0,0.8226,23,0.6852543164,0.7116920842,0.0145,25954.0,22862,20125.0,0.8406226834999999,0.6421518556,6000,0.0074,0.033831078,8981.0,5750.0,0.9883341109999999,0.5265982268,0.6995418344619443,0.5,0,1,1,1,0,1,0
991,Pardee RAND Graduate School,2,10441,CA,2587,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7037229823917844,1,0,-2.0,0,4,4,6326,6884,14437,13.0,32.0,0.0,18.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.18488612876935612,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,0,0,0,0,0
992,University of Redlands,2,1322,CA,3710,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8746,1,0,-2.0,0,3,4,9748,9254,17893,13.0,18.0,9.0,13.0,0.2175,24,0.6632155907,0.3324396783,0.0434,97100.0,77636,56098.0,0.5153707052000001,0.2001836547,24500,0.6568,0.931181486,20379.0,25000.0,0.480511571,0.7746650426,0.9016393443,0.7648809524,0,1,1,1,1,1,0
993,College of the Redwoods,1,1185,CA,2635,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.5774,1,0,-2.0,0,2,2,7939,6030,772,41.0,3.0,1.0,3.0,0.5442,25,0.4875886525,0.4880889359,0.0228,26546.0,18138,11119.0,0.9273356401,0.6427272727000001,4500,0.0404,0.11569148900000001,5530.0,4500.0,0.968085106,0.39893617020000005,0.6947368421,0.3948967193,0,1,1,1,1,1,0
994,Saddleback College,1,8918,CA,18540,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.7669,1,0,-2.0,0,1,2,9221,3911,1557,21.0,2.0,1.0,5.0,0.679,25,0.5250071449,0.4247168554,0.0222,28444.0,22695,17415.0,0.8381468111,0.6254763201,5250,0.0202,0.105458703,7000.0,5500.0,0.9557016290000001,0.4129751358,0.6995418344619443,0.5598802395,0,1,1,1,0,1,0
995,Samuel Merritt University,2,7012,CA,522,Western Association of Schools and Colleges Senior Colleges and University Commission,0.7037229823917844,1,0,-2.0,0,3,4,10111,15669,28399,11.0,26.0,11.0,9.0,0.0134,28,0.3116370809,0.36980306350000003,0.0345,84981.0,52234,31995.0,0.5873925501,0.24683544300000002,18750,0.7334,0.976331361,18750.0,24470.5,0.226824458,0.5088757396,0.9481865285,0.9361702128,0,1,0,1,1,1,0
996,San Diego City College,1,1273,CA,13920,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.6904,1,0,-2.0,0,2,2,5933,5414,628,11.0,4.0,1.0,4.0,0.7468,25,0.5287698413,0.5660027791,0.1167,20724.0,16432,13105.0,0.9007017544,0.7398373984000001,3500,0.0465,0.071759259,4500.0,3794.0,0.9889219579999999,0.6036706349000001,0.5930232558,0.3233471074,0,1,1,1,1,1,0
997,Golf Academy of America-Carlsbad,3,30106,CA,168,Accrediting Council for Independent Colleges and Schools,0.8,33,0,-2.0,0,2,2,4549,4212,17383,12.0,13.0,4.0,1.0,0.0774,29,0.24666172109999998,0.5394716354,0.0179,28656.0,18477,13449.0,0.8800809672,0.7104427736,11108,0.4206,0.921777118,11834.5,11367.0,0.827110122,0.38229475770000004,0.37214718210000003,0.1835382595,0,1,1,1,1,1,1
998,San Diego Mesa College,1,1275,CA,20838,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,0.6817,1,0,-2.0,0,2,2,6585,4558,419,11.0,1.0,1.0,5.0,0.7234,23,0.6244115083,0.5088991429999999,0.0664,25405.0,21813,18219.0,0.8551532033,0.6576375314,3500,0.0223,0.07951177,3500.0,3500.0,0.977855275,0.6971229294,0.6615384615,0.5024937656,0,1,1,1,1,1,0
